pitstopID,raceId,driverId,stop_no,lap,lapId,time_stamp,pitstop_secs,pitstops_milli,Pitlane_secs,pitlane_milli,round(pitlane)
847,854,808,3,47,17396,21:40:13,2.01,2013,30.49,30485,30
848,854,4,3,49,16485,21:40:46,1.92,1923,29.97,29972,30
849,854,67,3,49,17176,21:41:40,3.34,3344,32.74,32739,33
850,854,24,4,46,17581,21:41:47,13.52,13525,42.92,42920,43
851,854,811,4,48,17116,21:42:01,2,1998,30.99,30987,31
852,854,155,4,53,17240,21:51:26,2.01,2005,30.87,30869,31
853,855,1,1,8,17710,15:17:14,2.17,2170,21.09,21091,21
854,855,16,1,8,18081,15:17:26,1.91,1914,21.51,21511,22
855,855,24,1,8,18828,15:18:13,8.65,8647,28.24,28244,28
856,855,20,1,9,16687,15:18:49,2.78,2777,22.37,22374,22
857,855,30,1,9,17976,15:19:04,2.16,2163,20.67,20667,21
858,855,18,1,10,17765,15:20:34,1.83,1827,21.09,21094,21
859,855,4,1,10,17871,15:20:34,2.42,2416,21.15,21147,21
860,855,17,1,10,12724,15:20:39,2.22,2223,21.82,21820,22
861,855,814,1,10,18030,15:20:50,2.37,2367,21.96,21964,22
862,855,155,1,10,18200,15:20:59,4.67,4666,24.26,24263,24
863,855,5,1,10,17256,15:21:10,1.97,1969,21.41,21412,21
864,855,13,1,11,1018,15:22:19,2.4,2396,21.31,21313,21
865,855,67,1,11,18190,15:22:41,2.25,2252,21.85,21849,22
866,855,15,1,11,381,15:22:59,2.04,2039,21.64,21636,22
867,855,817,1,11,18780,15:23:13,4.13,4126,23.72,23723,24
868,855,22,1,12,18414,15:24:26,2.53,2533,22.13,22130,22
869,855,3,1,12,16570,15:24:36,1.89,1892,20.58,20575,21
870,855,10,1,12,15596,15:24:57,5.97,5966,25.56,25563,26
871,855,816,1,13,18627,15:26:41,3.42,3416,23.01,23013,23
872,855,811,1,15,18258,15:29:45,6.33,6330,25.93,25927,26
873,855,813,1,16,18365,15:31:31,2.14,2139,21.34,21339,21
874,855,153,1,17,18578,15:33:17,2.2,2195,21.79,21792,22
875,855,808,1,18,18144,15:34:39,2.25,2252,21.3,21304,21
876,855,20,2,19,16697,15:35:48,2,1999,21.6,21596,22
877,855,17,2,19,12733,15:35:57,2.24,2236,21.37,21369,21
878,855,18,2,20,17775,15:37:28,2.12,2121,20.71,20713,21
879,855,10,2,19,15603,15:37:30,2.13,2129,21.73,21726,22
880,855,815,1,20,18475,15:38:10,2.06,2058,21.66,21655,22
881,855,4,2,21,17882,15:39:11,2.44,2439,21.32,21319,21
882,855,1,2,21,17723,15:39:19,3.22,3224,22.82,22821,23
883,855,13,2,22,1029,15:41:00,1.81,1809,21.21,21214,21
884,855,5,2,22,17268,15:42:00,1.92,1922,21.52,21519,22
885,855,817,2,22,18791,15:42:48,3.58,3575,23.17,23172,23
886,855,16,2,23,18096,15:43:10,2.06,2060,21.34,21337,21
887,855,816,2,23,18637,15:44:26,2.66,2661,22.26,22258,22
888,855,30,2,24,17991,15:44:52,2.97,2973,22.57,22570,23
889,855,814,2,24,18044,15:45:11,2.37,2367,21.96,21964,22
890,855,155,2,24,18214,15:45:21,2.7,2702,22.3,22299,22
891,855,22,2,24,18426,15:45:22,3.14,3139,22.74,22736,23
892,855,3,2,24,16582,15:45:23,1.98,1976,20.67,20665,21
893,855,24,2,23,18843,15:45:48,5.12,5119,24.72,24716,25
894,855,15,2,24,394,15:46:04,2.64,2636,22.23,22233,22
895,855,813,2,25,18374,15:47:52,2.27,2275,21.08,21075,21
896,855,20,3,33,17682,16:01:45,2.11,2108,21.71,21705,22
897,855,17,3,34,12748,16:03:28,1.86,1858,21.46,21455,21
898,855,1,3,35,17737,16:05:09,2.2,2197,21.29,21292,21
899,855,814,3,35,18055,16:05:21,1.96,1956,21.55,21553,22
900,855,811,2,35,18278,16:05:42,2.87,2869,22.47,22466,22
901,855,18,3,36,17791,16:06:38,2.48,2484,21,20998,21
902,855,13,3,36,1043,16:06:46,2.24,2240,21.1,21100,21
903,855,153,2,36,18597,16:07:16,2.99,2987,22.58,22584,23
904,855,24,3,35,18855,16:07:51,3.03,3034,22.63,22631,23
905,855,4,3,37,17898,16:08:19,1.88,1878,20.73,20731,21
906,855,815,2,37,18492,16:08:38,4.86,4864,24.46,24461,24
907,855,16,3,37,18110,16:08:44,2.24,2242,21.84,21839,22
908,855,22,3,37,18439,16:08:54,2.29,2293,21.89,21890,22
909,855,5,3,37,17283,16:09:04,2.94,2935,22.53,22532,23
910,855,10,3,36,15620,16:09:24,3.28,3280,22.88,22877,23
911,855,15,3,38,408,16:10:48,2.56,2559,22.16,22156,22
912,855,816,3,37,18651,16:11:06,4.67,4672,24.27,24269,24
913,855,808,2,39,18165,16:12:09,1.94,1944,20.83,20832,21
914,855,817,3,38,18807,16:12:53,3.31,3313,22.91,22910,23
915,855,30,3,41,18008,16:15:04,1.99,1994,20.88,20879,21
916,855,3,3,41,16599,16:15:25,2.16,2156,20.81,20809,21
917,855,813,3,41,18390,16:15:38,2.46,2462,21.01,21012,21
918,856,24,1,1,20024,15:05:51,6.67,6669,26.38,26379,26
919,856,155,1,10,19461,15:21:45,1.91,1913,21.62,21623,22
920,856,22,1,10,19545,15:21:47,2.01,2012,21.72,21722,22
921,856,814,1,11,19282,15:23:25,2.37,2365,22.08,22075,22
922,856,15,1,12,1595,15:25:30,2.73,2731,22.44,22441,22
923,856,18,1,13,19158,15:26:42,2.26,2261,20.77,20766,21
924,856,3,1,13,1020,15:26:43,2.18,2179,20.09,20091,20
925,856,811,1,13,19766,15:27:10,1.85,1850,21.16,21163,21
926,856,5,1,13,383,15:27:13,2.24,2241,21.95,21951,22
927,856,17,1,14,13920,15:28:23,2.11,2114,20.83,20828,21
928,856,13,1,14,1653,15:28:28,3.93,3932,23.64,23642,24
929,856,808,1,14,19269,15:28:33,2.15,2147,21.48,21478,21
930,856,30,1,14,19340,15:28:35,1.99,1991,20.24,20238,20
931,856,67,1,14,19658,15:28:48,2.39,2388,22.1,22098,22
932,856,1,1,15,18940,15:30:01,1.97,1968,20.85,20846,21
933,856,4,1,15,17550,15:30:19,2.2,2195,20.98,20978,21
934,856,20,1,16,17983,15:31:42,2.22,2224,19.99,19985,20
935,856,16,1,16,19357,15:32:24,5.11,5110,24.82,24820,25
936,856,813,1,16,19521,15:32:31,1.86,1859,21.57,21569,22
937,856,815,1,16,19715,15:32:32,2.03,2030,21.23,21225,21
938,856,10,1,16,16694,15:33:19,2.82,2823,22.53,22533,23
939,856,817,1,16,19877,15:33:22,3.49,3486,23.2,23196,23
940,856,816,1,16,19985,15:33:28,7.2,7195,26.91,26905,27
941,856,153,1,17,19413,15:34:24,2.59,2591,22.3,22301,22
942,856,24,2,16,20039,15:34:32,3.83,3834,23.54,23544,24
943,856,813,2,22,19527,15:45:44,5.88,5884,25.59,25594,26
944,856,155,2,24,19475,15:49:22,5.87,5868,25.58,25578,26
945,856,3,2,27,1034,15:54:18,2.31,2305,20.77,20772,21
946,856,813,3,28,19533,15:56:30,2.33,2325,22.04,22035,22
947,856,811,2,30,19783,15:59:48,2.18,2183,21.89,21893,22
948,856,814,2,31,19302,16:01:23,2.01,2007,21.06,21060,21
949,856,22,2,31,19566,16:01:32,2.64,2637,22.35,22347,22
950,856,1,2,33,18958,16:04:21,1.94,1940,20.58,20584,21
951,856,17,2,33,13939,16:04:22,2.37,2372,20.8,20800,21
952,856,20,2,34,18001,16:05:58,1.85,1854,20.17,20170,20
953,856,18,2,34,19179,16:06:08,1.92,1921,20.76,20758,21
954,856,13,2,34,1673,16:06:13,2.41,2413,21.08,21080,21
955,856,16,2,35,19376,16:08:18,2.21,2206,21.92,21916,22
956,856,67,2,36,19680,16:10:01,2.28,2282,21.99,21992,22
957,856,815,2,36,19735,16:10:09,2.48,2484,21.39,21385,21
958,856,15,2,36,1619,16:10:35,3.14,3141,22.85,22851,23
959,856,4,2,37,17572,16:11:21,2.25,2249,20.64,20639,21
960,856,153,2,37,19433,16:11:31,2.62,2615,22.33,22325,22
961,856,5,2,38,408,16:13:56,2.96,2959,22.67,22669,23
962,856,816,2,38,20007,16:14:40,2.7,2702,22.41,22412,22
963,856,24,3,38,20061,16:16:35,2.38,2382,22.09,22092,22
964,856,10,2,41,17690,16:19:51,2.77,2771,22.48,22481,22
965,856,817,2,41,19902,16:19:54,2.41,2405,22.12,22115,22
966,856,155,3,42,19493,16:21:02,1.89,1893,21.47,21472,21
967,856,815,3,53,19752,16:39:58,2.26,2261,21.97,21971,22
968,857,815,1,1,21088,15:05:16,1.89,1886,22.68,22676,23
969,857,10,1,1,17968,15:05:23,5.5,5501,27.38,27378,27
970,857,22,1,1,21149,15:05:36,11.77,11773,33.65,33650,34
971,857,15,1,1,2724,15:06:37,18.86,18857,40.73,40734,41
972,857,814,1,2,20730,15:06:50,1.85,1848,21.53,21525,22
973,857,808,1,3,20802,15:08:27,5.26,5260,27.14,27137,27
974,857,16,1,15,20542,15:27:09,1.9,1903,21.42,21424,21
975,857,17,1,16,20211,15:28:08,2.39,2393,21.39,21392,21
976,857,4,1,16,18836,15:28:09,2.13,2128,21.87,21873,22
977,857,1,1,16,20363,15:28:14,1.94,1943,22.53,22530,23
978,857,153,1,16,20661,15:28:37,2.08,2082,22.86,22856,23
979,857,13,1,17,20332,15:29:43,1.88,1876,21.85,21848,22
980,857,3,1,17,1656,15:29:56,1.85,1851,21.15,21149,21
981,857,18,1,18,20153,15:31:05,2.23,2226,21.09,21092,21
982,857,30,1,18,20485,15:31:35,2.06,2057,20.89,20893,21
983,857,67,1,18,20722,15:31:43,1.82,1821,22.58,22579,23
984,857,20,1,19,20094,15:32:31,2.42,2422,21.42,21415,21
985,857,814,2,19,20747,15:33:45,2.27,2273,24.15,24150,24
986,857,5,1,21,1604,15:36:36,2.17,2166,22.23,22226,22
987,857,811,1,22,20608,15:38:07,2.4,2397,22.14,22144,22
988,857,39,1,22,20938,15:38:47,2.17,2169,24.05,24046,24
989,857,816,1,22,21052,15:38:52,2.34,2343,22.69,22687,23
990,857,1,2,24,20371,15:40:48,5.32,5316,27.19,27193,27
991,857,817,1,25,20998,15:43:17,3.2,3197,25.07,25074,25
992,857,15,2,27,2750,15:49:31,2.3,2303,22.89,22894,23
993,857,13,2,30,20345,15:49:55,6.27,6266,28.14,28142,28
994,857,13,3,31,20346,15:51:40,5.74,5742,27.62,27619,28
995,857,817,2,32,21005,15:54:51,20.65,20652,42.53,42529,43
996,857,808,2,33,20832,15:55:13,2.4,2400,22.52,22519,23
997,857,815,2,34,21121,15:56:37,2.91,2912,24.79,24789,25
998,857,16,2,35,20562,15:58:06,2.01,2013,21.98,21977,22
999,857,22,2,35,21183,15:59:21,2.36,2358,22.34,22339,22
1000,857,17,2,37,20232,16:00:03,1.9,1904,21.24,21240,21
1001,857,4,2,39,18859,16:03:03,2.49,2486,21.76,21755,22
1002,857,814,3,39,20767,16:04:47,1.83,1832,20.98,20984,21
1003,857,5,2,41,1624,16:07:49,2.45,2452,22,22001,22
1004,857,3,2,45,1684,16:12:29,1.97,1969,22.98,22978,23
1005,857,1,3,45,20392,16:12:44,2.48,2476,22.17,22172,22
1006,857,18,2,46,20181,16:13:11,2.09,2089,21.84,21838,22
1007,857,153,2,46,20691,16:14:27,2.04,2041,23.08,23084,23
1008,857,20,2,47,20122,16:14:36,1.86,1859,21.45,21449,21
1009,857,30,2,50,20517,16:19:55,1.95,1954,21.48,21482,21
1010,857,39,2,50,20966,16:23:00,2.25,2250,23.61,23605,24
1011,857,811,2,56,20642,16:30:01,2.31,2308,21.72,21723,22
1012,857,816,2,55,21085,16:30:49,2.48,2478,22.47,22472,22
1013,857,15,3,54,2777,16:32:20,2.27,2273,24.15,24150,24
1014,857,817,3,56,21029,16:32:48,6.6,6597,28.47,28474,28
1015,858,811,1,1,22152,17:05:36,2.38,2383,20.88,20882,21
1016,858,815,1,2,21703,17:07:22,6.16,6155,24.65,24654,25
1017,858,155,1,5,21815,17:13:02,1.83,1829,19.83,19833,20
1018,858,13,1,15,4587,17:30:30,1.97,1972,20.47,20471,20
1019,858,153,1,15,21952,17:31:05,25.08,25075,43.57,43574,44
1020,858,1,1,16,21277,17:32:01,1.94,1939,19.44,19439,19
1021,858,4,1,16,20039,17:32:03,2.23,2230,20.21,20211,20
1022,858,18,1,16,21387,17:32:14,2.41,2409,20.91,20908,21
1023,858,16,1,16,21662,17:32:35,1.86,1857,20.36,20356,20
1024,858,30,1,16,21607,17:32:36,1.93,1930,19.66,19660,20
1025,858,5,1,16,2739,17:33:01,2.65,2647,21.15,21146,21
1026,858,17,1,17,16157,17:34:01,6.68,6683,25.18,25182,25
1027,858,3,1,17,20332,17:34:12,2.12,2116,19.79,19785,20
1028,858,15,1,17,4478,17:35:11,2.33,2325,20.82,20824,21
1029,858,808,1,18,21901,17:36:34,2.24,2239,20.74,20738,21
1030,858,22,1,18,22223,17:36:43,5.72,5720,24.22,24219,24
1031,858,817,1,18,22402,17:37:20,3.19,3194,21.69,21693,22
1032,858,811,2,20,22171,17:40:33,1.85,1855,20.33,20330,20
1033,858,24,1,24,22122,17:48:28,2.75,2748,21.25,21247,21
1034,858,813,1,25,22337,17:49:31,2.12,2118,20.2,20201,20
1035,858,10,1,25,20100,17:50:06,3.29,3293,21.79,21792,22
1036,858,814,1,27,21782,17:52:50,2.23,2233,20.22,20216,20
1037,858,815,2,27,21728,17:53:09,2.11,2108,19.98,19979,20
1038,858,813,2,30,22342,17:58:49,5.9,5900,24.4,24399,24
1039,858,155,2,33,21843,18:03:42,4.61,4609,23.11,23108,23
1040,858,22,2,34,22239,18:05:35,2.04,2035,20.53,20534,21
1041,858,17,2,35,16175,18:06:07,1.95,1954,20,20000,20
1042,858,153,2,34,21971,18:06:16,2.86,2864,21.36,21363,21
1043,858,18,2,36,21407,18:07:45,2.45,2453,20.3,20301,20
1044,858,16,2,36,21682,18:08:17,2.12,2115,20.61,20614,21
1045,858,811,3,36,22187,18:09:34,5.84,5838,24.34,24337,24
1046,858,808,2,38,21921,18:12:53,2.11,2107,19.97,19968,20
1047,858,1,2,40,21301,18:14:22,1.85,1852,19.35,19350,19
1048,858,5,2,39,2762,18:14:52,2.15,2153,20.65,20652,21
1049,858,13,2,40,4612,18:14:54,1.86,1860,20.04,20035,20
1050,858,30,2,42,21633,18:18:51,2.14,2139,20.64,20638,21
1051,858,817,2,41,22425,18:19:37,4.69,4693,23.19,23192,23
1052,858,4,2,43,20066,18:19:38,2.82,2815,21.31,21314,21
1053,858,15,2,42,4503,18:20:55,2.29,2292,20.79,20791,21
1054,858,10,2,44,20119,18:24:59,2.06,2062,20.56,20561,21
1055,858,3,2,48,21584,18:29:04,2.18,2177,19.91,19907,20
1056,858,17,3,54,21480,18:39:14,2.32,2321,19.53,19525,20
1057,859,30,1,10,23123,14:17:19,5.57,5570,25.48,25481,25
1058,859,811,1,12,22986,14:19:18,1.99,1989,21.9,21900,22
1059,859,808,1,13,23196,14:20:39,2.02,2021,21.17,21169,21
1060,859,16,1,14,22918,14:21:51,2.48,2479,21.1,21097,21
1061,859,18,1,15,22590,14:22:58,2.09,2094,22.01,22005,22
1062,859,4,1,16,22662,14:24:15,2.47,2466,20.77,20773,21
1063,859,1,1,16,22733,14:24:18,1.87,1871,21.1,21099,21
1064,859,3,1,16,4588,14:24:30,2.07,2068,20.77,20773,21
1065,859,22,1,16,23687,14:24:50,2.03,2028,21.54,21537,22
1066,859,20,1,17,21608,14:25:24,2.23,2231,20.93,20927,21
1067,859,814,1,17,23060,14:25:58,2.38,2377,20.75,20745,21
1068,859,813,1,17,23758,14:26:13,2.25,2252,21.56,21561,22
1069,859,5,1,17,4478,14:26:16,2.94,2943,22.85,22854,23
1070,859,17,1,18,17145,14:26:46,2.12,2123,20.76,20755,21
1071,859,811,2,18,22992,14:27:37,3.12,3123,23.03,23034,23
1072,859,67,1,19,23272,14:28:43,2.51,2506,22.42,22417,22
1073,859,815,1,20,23482,14:30:05,2.31,2310,22.22,22221,22
1074,859,816,1,20,23787,14:30:42,1.95,1948,21.86,21859,22
1075,859,817,1,20,23937,14:30:47,3.56,3562,23.47,23473,23
1076,859,13,1,21,5530,14:30:57,1.83,1826,21.7,21696,22
1077,859,155,1,21,23344,14:31:18,5.21,5206,25.12,25117,25
1078,859,153,1,21,23553,14:31:26,2.86,2862,22.77,22773,23
1079,859,24,1,21,23856,14:32:06,2.75,2755,22.67,22666,23
1080,859,10,1,21,20488,14:32:08,2.54,2541,22.45,22452,22
1081,859,15,1,22,6245,14:33:08,2.7,2705,22.62,22616,23
1082,859,811,3,28,23002,14:41:14,3.38,3378,23.29,23289,23
1083,859,808,2,30,23213,14:43:17,3.19,3191,23.1,23102,23
1084,859,18,2,31,22606,14:44:05,2.41,2413,21.04,21038,21
1085,859,16,2,31,22935,14:44:24,1.97,1974,20.9,20900,21
1086,859,5,2,31,4492,14:45:14,2.1,2102,22.01,22013,22
1087,859,1,2,33,22750,14:46:43,1.96,1964,20.4,20396,20
1088,859,30,2,32,23145,14:46:47,2.19,2189,20.78,20782,21
1089,859,22,2,34,23705,14:48:56,2.68,2679,22.59,22590,23
1090,859,4,2,35,22681,14:49:11,1.96,1964,20.66,20664,21
1091,859,17,2,38,17165,14:52:52,2,2001,20.99,20990,21
1092,859,20,2,39,21630,14:54:13,1.88,1882,20.65,20652,21
1093,859,814,2,40,23083,14:56:27,1.86,1856,21.77,21767,22
1094,859,3,2,42,4614,14:58:56,2.17,2173,20.66,20658,21
1095,859,67,2,42,23295,14:59:19,2.55,2550,22.46,22461,22
1096,859,816,2,41,23808,14:59:31,3.63,3631,23.54,23542,24
1097,859,817,2,41,23958,14:59:46,2.99,2993,22.9,22904,23
1098,859,15,2,42,6265,15:00:23,1.86,1864,21.56,21555,22
1099,859,155,2,43,23366,15:00:26,2.43,2427,21.23,21231,21
1100,859,1,3,44,22761,15:01:16,1.8,1801,20.68,20681,21
1101,859,815,2,44,23506,15:02:10,2.06,2063,21.34,21337,21
1102,859,13,2,45,5554,15:02:33,2.1,2104,21.05,21053,21
1103,859,16,3,45,22949,15:02:49,2.29,2291,21.14,21138,21
1104,859,808,3,45,23228,15:03:14,1.87,1870,21.78,21781,22
1105,859,24,2,45,23880,15:05:02,3.08,3085,23,22996,23
1106,859,153,2,48,23580,15:07:11,1.94,1944,21.86,21855,22
1107,859,811,4,48,23022,15:08:23,2.22,2217,22.13,22128,22
1108,859,5,3,49,4510,15:09:19,2.24,2243,21.48,21478,21
1109,859,18,3,52,22627,15:11:27,2.14,2145,21.58,21583,22
1110,859,30,3,51,23164,15:11:49,2.02,2019,21.37,21373,21
1111,859,4,3,54,22700,15:13:55,2.36,2357,20.75,20752,21
1112,859,22,3,53,23724,15:14:17,2.48,2480,21.64,21638,22
1113,859,17,3,58,17185,15:18:40,2.26,2258,20.78,20781,21
1114,859,20,3,59,22492,15:20:05,2.18,2183,22.09,22094,22
1115,860,811,1,1,24920,17:05:23,3.11,3109,24.6,24599,25
1116,860,817,1,1,24972,17:05:35,10.83,10829,32.32,32319,32
1117,860,13,1,11,7507,17:21:08,1.83,1827,22.31,22313,22
1118,860,3,1,12,5521,17:22:31,2.1,2102,23.2,23203,23
1119,860,4,1,13,22111,17:24:04,2.21,2206,22.04,22035,22
1120,860,155,1,13,24460,17:24:20,3.86,3856,25.35,25346,25
1121,860,814,1,13,24691,17:24:21,3.44,3443,24.93,24933,25
1122,860,17,1,14,24357,17:25:41,1.93,1925,23.3,23302,23
1123,860,5,1,14,6237,17:26:12,2.91,2907,24.4,24397,24
1124,860,18,1,16,24001,17:28:30,2.16,2161,23.28,23275,23
1125,860,20,1,16,23129,17:28:41,2.77,2766,24.26,24256,24
1126,860,813,1,16,24244,17:28:53,1.94,1937,23.43,23427,23
1127,860,1,1,17,24060,17:30:12,1.91,1906,22.86,22862,23
1128,860,808,1,18,24903,17:32:32,3.09,3089,24.58,24579,25
1129,860,8,1,19,22594,17:33:43,3.39,3391,24.88,24881,25
1130,860,818,1,19,24755,17:33:54,2.21,2210,23.2,23203,23
1131,860,10,1,20,21611,17:36:09,4.83,4832,26.32,26322,26
1132,860,819,1,21,24853,17:37:59,3.81,3813,25.3,25303,25
1133,860,817,2,22,24993,17:39:23,2.41,2405,23.26,23257,23
1134,860,815,1,24,24529,17:41:45,2.39,2392,23.88,23882,24
1135,860,13,2,28,7524,17:48:15,2.25,2247,22.53,22528,23
1136,860,811,2,30,24949,17:51:46,2.29,2287,23.78,23777,24
1137,860,3,2,31,5540,17:52:34,2.35,2347,23.02,23017,23
1138,860,814,2,33,24711,17:55:58,3.09,3089,24.58,24579,25
1139,860,4,2,34,22132,17:57:06,1.99,1991,21.91,21910,22
1140,860,5,2,34,6257,17:58:11,3.09,3090,24.58,24580,25
1141,860,18,2,36,24021,17:59:44,1.92,1915,22.84,22837,23
1142,860,1,2,36,24079,17:59:54,1.97,1974,23.46,23464,23
1143,860,155,2,36,24483,18:00:33,2.67,2672,24.16,24162,24
1144,860,819,2,35,24867,18:01:35,27.49,27494,48.98,48984,49
1145,860,20,2,37,23150,18:01:36,2.64,2641,24.13,24131,24
1146,860,17,2,37,24380,18:01:58,2.06,2062,22.92,22915,23
1147,860,813,2,37,24265,18:02:03,1.88,1883,23.17,23166,23
1148,860,8,2,37,22612,18:02:13,2.09,2088,23.31,23310,23
1149,860,818,2,37,24773,18:02:41,2.08,2079,23.57,23569,24
1150,860,10,2,36,21627,18:02:46,3.56,3556,25.05,25046,25
1151,860,13,3,37,7533,18:03:05,2.37,2368,22.1,22103,22
1152,860,5,3,37,6260,18:04:32,7.4,7398,28.89,28888,29
1153,860,817,3,38,25009,18:05:15,2.86,2858,24.35,24348,24
1154,860,811,3,47,24966,18:22:20,9.4,9398,30.89,30888,31
1155,860,819,3,51,24883,18:30:07,5.98,5985,27.47,27475,27
1156,861,815,1,1,25578,16:05:39,2.36,2360,25.67,25671,26
1157,861,811,1,1,26244,16:06:01,7.69,7695,31.01,31006,31
1158,861,814,1,2,25635,16:07:52,2.47,2470,23.99,23988,24
1159,861,13,1,3,9291,16:10:03,2.06,2059,24.03,24034,24
1160,861,10,1,3,23116,16:10:14,2.12,2121,25.1,25096,25
1161,861,819,1,3,26081,16:10:20,6.01,6006,29.32,29317,29
1162,861,18,1,4,25089,16:12:01,1.98,1984,24.31,24305,24
1163,861,4,1,4,23839,16:12:09,2,2000,24.65,24653,25
1164,861,807,1,4,24975,16:12:17,2.38,2382,23.86,23856,24
1165,861,817,1,4,25916,16:12:26,2.16,2159,25.47,25470,25
1166,861,808,1,4,24740,16:12:28,2.06,2061,24.72,24718,25
1167,861,5,1,4,7115,16:12:30,9.36,9359,32.67,32670,33
1168,861,1,1,5,25034,16:14:12,2.23,2235,24.27,24271,24
1169,861,17,1,5,19649,16:14:20,2.35,2354,24.57,24569,25
1170,861,20,1,5,24106,16:14:27,2.35,2347,25.66,25658,26
1171,861,3,1,5,7501,16:14:31,2.29,2289,25.6,25600,26
1172,861,813,1,5,25370,16:14:32,2.22,2224,25.54,25535,26
1173,861,8,1,5,23990,16:14:36,4.29,4291,27.6,27602,28
1174,861,155,1,5,25480,16:14:39,4.81,4811,28.12,28122,28
1175,861,30,1,5,25861,16:14:40,2.31,2306,24.83,24831,25
1176,861,811,2,7,26250,16:20:17,2.96,2958,26.27,26269,26
1177,861,18,2,13,25098,17:26:27,2.61,2611,25.92,25922,26
1178,861,3,2,13,7509,17:26:30,1.89,1888,25.2,25199,25
1179,861,8,2,13,23998,17:26:32,2.19,2189,24.93,24927,25
1180,861,155,2,13,25488,17:26:34,2.94,2944,26.26,26255,26
1181,861,37,1,13,21877,17:26:36,8.79,8787,32.1,32099,32
1182,861,808,2,13,24749,17:26:37,6.05,6048,29.36,29359,29
1183,861,10,2,13,23126,17:26:37,2.35,2349,25.66,25660,26
1184,861,811,3,13,26256,17:26:38,2.45,2447,24.98,24980,25
1185,861,1,2,14,25043,17:28:30,4.65,4650,27.96,27961,28
1186,861,4,2,14,23849,17:28:34,2.32,2324,22.86,22864,23
1187,861,17,2,14,19658,17:28:36,3.03,3026,26.34,26337,26
1188,861,13,2,14,9302,17:28:39,1.9,1895,24.42,24420,24
1189,861,814,2,14,25647,17:28:42,2.08,2078,22.86,22856,23
1190,861,813,2,14,25379,17:28:42,2.85,2850,26.16,26162,26
1191,861,30,2,14,25870,17:28:43,2.09,2093,24.09,24094,24
1192,861,817,2,14,25926,17:28:45,2.01,2012,24.54,24539,25
1193,861,5,2,14,7125,17:28:46,1.85,1845,25.13,25130,25
1194,861,815,2,15,25592,17:30:37,2.24,2237,24.52,24520,25
1195,861,20,2,15,25212,17:30:43,2.44,2440,24.06,24057,24
1196,861,818,1,15,25760,17:30:48,2.5,2496,24.22,24216,24
1197,861,807,2,15,24986,17:30:50,2.42,2421,23.55,23549,24
1198,861,819,2,15,26093,17:31:03,13.23,13231,36.54,36542,37
1199,861,39,1,15,26150,17:31:07,13.56,13565,36.88,36876,37
1200,861,18,3,15,25100,17:31:07,13.21,13206,36.52,36517,37
1201,861,813,3,15,25380,17:31:11,1.87,1872,23.97,23974,24
1202,861,37,2,16,21880,17:33:35,15.58,15576,38.89,38887,39
1203,861,5,3,23,7134,17:48:07,10.8,10798,34.11,34109,34
1204,861,18,4,24,25109,17:50:04,2.15,2148,23.51,23509,24
1205,861,817,3,25,25937,17:51:55,2.06,2062,22.61,22610,23
1206,861,3,3,26,7522,17:53:46,2.27,2270,23.05,23050,23
1207,861,13,3,27,9315,17:55:53,2.5,2498,23.13,23130,23
1208,861,817,4,37,25949,18:16:06,1.99,1989,23.65,23648,24
1209,861,39,2,37,26172,18:18:02,4.39,4389,27.7,27700,28
1210,861,13,4,38,9326,18:18:08,3.62,3623,26.93,26934,27
1211,861,5,4,38,7149,18:18:52,2.11,2108,23.78,23782,24
1212,861,17,3,39,19683,18:19:05,2.32,2322,23.2,23195,23
1213,861,814,3,39,25672,18:19:15,2.32,2323,22.18,22175,22
1214,861,811,4,39,26282,18:19:18,2.47,2471,23.82,23824,24
1215,861,30,3,39,25895,18:19:33,1.87,1869,22.16,22163,22
1216,861,813,4,39,25404,18:19:34,1.98,1977,23.41,23409,23
1217,861,3,4,39,7535,18:19:47,2.2,2197,23.23,23231,23
1218,861,18,5,39,25124,18:19:49,2.06,2057,23.48,23477,23
1219,861,808,3,39,24775,18:20:00,7.02,7024,30.34,30335,30
1220,861,10,3,39,23152,18:20:20,2.08,2079,25.39,25390,25
1221,861,4,3,40,23875,18:20:25,2.01,2006,22.53,22534,23
1222,861,819,3,39,26117,18:20:48,8.91,8913,32.22,32224,32
1223,861,20,3,40,25237,18:20:50,2.42,2418,23,22998,23
1224,861,8,3,40,24025,18:20:58,1.86,1864,25.04,25041,25
1225,861,818,2,40,25785,18:21:12,1.85,1852,23.34,23343,23
1226,861,807,3,40,25011,18:21:13,2.16,2156,23.36,23358,23
1227,861,155,3,40,25515,18:21:24,2.36,2359,23.66,23662,24
1228,861,37,3,39,26228,18:22:06,5.17,5172,28.48,28483,28
1229,861,815,3,41,25618,18:22:19,2.17,2166,24.54,24543,25
1230,861,1,3,41,25070,18:22:31,3.03,3027,26.34,26338,26
1231,861,20,4,47,25244,18:33:40,2.57,2573,25.88,25884,26
1232,862,4,2,27,26674,15:50:50,2.05,2051,20.14,20136,20
1233,862,8,2,28,25113,15:52:32,2.29,2295,21.49,21494,21
1234,862,818,2,28,27562,15:53:07,3.91,3913,23.62,23623,24
1235,862,5,2,28,8625,15:53:24,2.9,2896,22.61,22606,23
1236,862,811,2,29,26900,15:54:32,2.03,2025,21.32,21323,21
1237,862,808,2,29,25774,15:55:09,2.3,2297,22.01,22007,22
